TradeID,Side,TimeUpdated,TradeStatus,Product,Qty,Price,Firm,Entitlement
1398,B,2016-01-10,InCompleted,Flashdog,265,393,Trilia,1
1399,B,2015-12-02,Completed,Wikizz,184,502,Wordify,3
1400,S,2016-02-23,Completed,Plajo,244,532,Geba,3
1401,B,2016-02-08,Completed,Avaveo,105,1148,Vidoo,3
1402,S,2016-08-23,Completed,Trudeo,131,597,Oyoloo,3
1403,B,2016-07-02,Completed,Agimba,294,685,Tavu,2
1404,B,2015-12-13,Completed,Realbuzz,74,1462,Muxo,2
1405,S,2016-02-22,InCompleted,Demizz,191,85,Gigashots,1
1406,B,2016-01-05,InCompleted,Tagfeed,98,636,Feedfire,1
1407,B,2016-03-04,InCompleted,Pixope,80,1436,Quamba,3
1408,B,2016-01-07,InCompleted,Meeveo,475,520,Pixoboo,3
1409,S,2016-01-17,InCompleted,Kaymbo,210,112,Oyoba,3
1410,B,2016-04-13,InCompleted,Pixoboo,225,1093,Divape,3
1411,S,2015-11-20,Completed,Rhynoodle,3,359,Quatz,1
1412,B,2016-02-10,InCompleted,Realfire,140,1343,Youtags,2
1413,B,2016-08-04,Completed,Trupe,250,864,Quimm,3
1414,B,2016-02-06,InCompleted,Voonyx,74,418,Zooveo,2
1415,B,2016-03-27,InCompleted,Eazzy,262,457,Skinix,3
1416,B,2016-02-22,Completed,Twinder,18,1249,Buzzshare,3
1417,B,2016-01-13,InCompleted,Gigashots,305,630,Cogidoo,3
1418,B,2016-05-29,Completed,Yacero,168,896,Talane,3
1419,S,2016-04-19,Completed,Skimia,261,695,Mydeo,3
1420,S,2016-08-12,Completed,Talane,306,890,Skajo,2
1421,B,2016-08-02,InCompleted,Meevee,379,668,Photobug,1
1422,B,2016-04-14,InCompleted,Buzzdog,473,319,Linklinks,2
1423,S,2016-08-10,Completed,Eire,263,1173,Miboo,1
1424,S,2016-01-15,Completed,Lazz,122,583,Kayveo,1
1425,B,2016-03-19,Completed,Trudoo,175,1378,Kayveo,3
1426,S,2015-12-01,Completed,Quaxo,434,6,Kazu,3
1427,S,2015-10-12,Completed,Mydeo,366,83,Yacero,1
1428,B,2016-04-05,InCompleted,Skinder,104,779,Oyoloo,2
1429,B,2016-02-14,InCompleted,Twitternation,2,1495,Katz,1
1430,S,2016-08-24,InCompleted,Reallinks,308,189,Innotype,1
1431,S,2016-03-09,Completed,Bluezoom,91,346,Dynabox,3
1432,S,2016-01-30,Completed,Meejo,381,1141,Browsedrive,3
1433,B,2016-05-06,Completed,Mynte,356,1129,Vidoo,3
1434,B,2016-06-11,InCompleted,Reallinks,116,1431,Realmix,2
1435,B,2015-11-27,Completed,Tagtune,443,149,Eazzy,2
1436,B,2016-03-16,InCompleted,Skyndu,15,790,Gabcube,1
1437,S,2016-07-05,Completed,Twitterwire,350,872,Realbridge,3
1438,S,2015-12-06,Completed,Livefish,199,258,Skyba,2
1439,S,2015-12-13,InCompleted,InnoZ,259,918,Dabjam,1
1440,S,2015-10-05,InCompleted,Centizu,56,1218,Dablist,3
1441,B,2015-09-24,InCompleted,Thoughtstorm,236,1076,Skimia,3
1442,S,2015-12-26,Completed,Quinu,466,1422,Brainsphere,2
1443,S,2016-02-08,InCompleted,Brainlounge,281,912,Topiczoom,3
1444,S,2016-05-04,InCompleted,Tagopia,118,1092,Oyope,2
1445,B,2016-05-26,Completed,LiveZ,436,1161,Wikido,3
1446,B,2016-07-13,InCompleted,Npath,281,771,Rhynoodle,2
1447,S,2016-02-05,InCompleted,Jabbersphere,117,92,Omba,2
1448,S,2016-06-29,InCompleted,Dynabox,376,747,Gevee,3
1449,S,2016-06-14,InCompleted,Agimba,157,926,Livetube,3
1450,S,2016-06-02,Completed,Riffpath,68,329,Talane,2
1451,B,2016-07-12,Completed,Gabcube,165,737,Tazzy,2
1452,B,2015-10-17,Completed,Skyble,282,269,Dazzlesphere,1
1453,B,2016-03-11,Completed,Leenti,373,427,Roomm,1
1454,B,2016-08-30,Completed,Wikibox,412,506,Kayveo,3
1455,S,2015-10-30,Completed,Yakitri,287,1404,Kanoodle,3
1456,B,2016-07-23,InCompleted,Tazz,5,109,Mynte,2
1457,B,2015-09-07,Completed,Meedoo,126,643,Trunyx,3
1458,S,2016-08-12,Completed,Jaxworks,188,397,Realbridge,1
1459,S,2015-11-02,Completed,Photobug,232,1390,Eidel,2
1460,B,2016-06-06,Completed,Oodoo,254,588,Podcat,1
1461,S,2016-05-13,Completed,Meemm,363,381,Myworks,2
1462,B,2016-01-02,Completed,Devpulse,457,708,Dynava,1
1463,B,2016-03-07,InCompleted,Yamia,375,1457,Dynazzy,2
1464,B,2016-05-24,Completed,Browsecat,456,266,Tagchat,3
1465,B,2016-03-18,InCompleted,Skynoodle,34,968,Oyoloo,1
1466,B,2015-12-08,Completed,Rhynyx,194,892,Brightdog,3
1467,S,2016-07-18,Completed,Nlounge,117,365,Demimbu,3
1468,B,2015-09-05,InCompleted,Browsetype,498,1204,Tagpad,3
1469,S,2016-02-10,InCompleted,Devshare,470,1480,Minyx,1
1470,B,2016-04-08,Completed,Tagchat,158,973,Mynte,3
1471,B,2016-06-12,InCompleted,Chatterbridge,143,894,Meejo,3
1472,B,2016-07-20,Completed,Thoughtmix,313,895,Jaxworks,3
1473,S,2016-02-25,InCompleted,Quamba,358,1126,Bluejam,2
1474,B,2015-09-25,Completed,Eazzy,353,530,Fivechat,3
1475,S,2015-11-18,InCompleted,Gevee,108,127,Eabox,3
1476,B,2016-05-04,InCompleted,Skilith,376,827,Ntags,1
1477,S,2016-02-09,Completed,Tanoodle,271,251,Quinu,3
1478,S,2016-07-19,Completed,DabZ,71,13,Browsecat,3
1479,S,2016-03-21,Completed,Browsetype,185,176,Fivechat,2
1480,B,2016-04-30,InCompleted,Photospace,9,1091,Kwimbee,2
1481,B,2016-03-13,Completed,Zoonoodle,58,1499,Demizz,2
1482,B,2015-09-28,Completed,Shuffletag,183,1143,Skyble,2
1483,S,2015-10-30,InCompleted,BlogXS,187,72,Kayveo,3
1484,S,2016-07-27,Completed,Zoombeat,39,914,Mudo,2
1485,S,2016-03-14,Completed,Zoombeat,242,1276,Midel,2
1486,S,2016-02-28,InCompleted,Gigaclub,19,283,Trudeo,1
1487,S,2016-08-16,Completed,Wikizz,332,778,Zooveo,1
1488,B,2016-05-28,Completed,Topdrive,252,1101,DabZ,3
1489,S,2016-04-15,Completed,Tagcat,485,1197,Jabbersphere,3
1490,B,2016-04-15,InCompleted,Quatz,216,73,Jabberstorm,2
1491,S,2016-04-27,InCompleted,Skimia,102,1034,Jetpulse,3
1492,S,2016-02-23,InCompleted,Rooxo,172,1074,Youspan,1
1493,S,2016-07-12,Completed,Oyoba,378,22,Mudo,3
1494,S,2015-09-19,InCompleted,Eimbee,305,1072,Yakitri,1
1495,B,2016-03-08,InCompleted,Browsebug,200,691,Yoveo,2
1496,B,2015-12-31,InCompleted,Quatz,131,872,Avaveo,1
1497,S,2016-04-08,InCompleted,Eare,210,221,Layo,2
1498,B,2015-12-23,Completed,Livetube,205,1212,Skynoodle,2
1499,S,2016-08-25,Completed,Eire,151,143,Kamba,1
1500,S,2016-06-13,Completed,Jatri,172,902,Eayo,1
1501,B,2016-05-25,Completed,Tekfly,385,894,Brainbox,3
1502,B,2015-10-15,Completed,Twimbo,293,1203,Yabox,1
1503,S,2015-12-31,InCompleted,Oyonder,336,1220,Youtags,3
1504,B,2015-10-09,Completed,Livefish,441,782,Oyoloo,2
1505,S,2015-09-15,Completed,Zazio,174,1118,Twinte,3
1506,B,2016-01-10,Completed,Eire,382,165,Fatz,1
1507,B,2015-11-25,InCompleted,Midel,409,51,Eidel,3
1508,S,2016-03-25,InCompleted,Digitube,492,1320,Jaloo,1
1509,S,2016-01-26,InCompleted,Dabvine,376,620,Linktype,3
1510,S,2016-06-15,Completed,Voolia,128,717,Shufflebeat,2
1511,B,2016-07-29,Completed,Tambee,34,1192,Pixonyx,3
1512,S,2015-09-27,Completed,Lazz,233,461,Fivebridge,2
1513,B,2016-02-29,InCompleted,Quinu,291,97,Leenti,2
1514,S,2015-12-29,Completed,Kaymbo,61,676,Trudeo,1
1515,S,2016-07-25,InCompleted,Jabberstorm,288,364,Riffpedia,3
1516,B,2016-05-03,InCompleted,Izio,300,1213,Avamba,2
1517,S,2016-02-01,Completed,Browsetype,456,1462,Skinder,1
1518,S,2016-03-10,Completed,Tekfly,428,548,Fatz,3
1519,B,2016-08-05,Completed,Aimbo,318,1100,Mymm,3
1520,S,2016-01-01,InCompleted,Feedmix,490,937,Layo,3
1521,B,2016-03-16,Completed,Ailane,413,1481,Chatterbridge,3
1522,B,2016-04-18,Completed,Kamba,358,540,Midel,3
1523,S,2016-02-02,Completed,Skiba,156,632,Plajo,3
1524,B,2016-06-18,Completed,Feedspan,369,909,Flashdog,3
1525,S,2015-10-25,InCompleted,Topiclounge,371,391,Latz,1
1526,B,2015-11-21,InCompleted,Linkbuzz,390,1493,Topdrive,2
1527,B,2016-02-27,Completed,Buzzbean,397,1414,Topicstorm,2
1528,B,2016-04-11,Completed,Flashspan,485,15,Quimm,2
1529,S,2016-04-29,Completed,Oodoo,497,1131,Devify,2
1530,B,2016-03-16,InCompleted,Zoozzy,419,1444,Meemm,2
1531,B,2016-04-19,Completed,Bubbletube,142,1012,Flashdog,1
1532,B,2016-07-12,InCompleted,Voonte,388,888,Jaxbean,2
1533,B,2016-07-25,InCompleted,Skipfire,330,1157,Skalith,2
1534,S,2016-03-30,Completed,Kaymbo,401,226,Jaxspan,3
1535,S,2015-12-06,InCompleted,Twinte,238,91,Browsedrive,3
1536,B,2015-12-25,Completed,Kwinu,102,68,Wordify,3
1537,S,2015-09-07,Completed,Yozio,221,412,Mita,2
1538,S,2016-01-19,InCompleted,Realpoint,178,1313,Photofeed,3
1539,S,2016-08-21,Completed,Oyonder,46,683,Dynabox,3
1540,S,2015-10-12,Completed,Pixoboo,239,1251,Quaxo,1
1541,S,2016-03-14,InCompleted,Yombu,473,1312,Reallinks,3
1542,S,2016-03-04,InCompleted,Jabbercube,79,675,Jabberstorm,2
1543,S,2016-08-23,Completed,Jabberbean,418,9,Browsedrive,2
1544,S,2016-04-19,InCompleted,Aibox,177,583,Podcat,1
1545,S,2016-04-15,InCompleted,Tekfly,453,1073,Realbuzz,1
1546,B,2016-02-06,InCompleted,Thoughtbridge,69,676,Dabvine,3
1547,B,2016-03-18,InCompleted,Voonte,195,1185,DabZ,3
1548,B,2016-06-19,InCompleted,Mynte,410,114,Thoughtbridge,3
1549,S,2016-04-25,InCompleted,Oyoba,437,231,Babbleopia,3
1550,B,2016-08-21,InCompleted,Dabtype,433,1332,Gevee,1
1551,S,2015-11-22,Completed,Buzzbean,495,801,Plambee,3
1552,S,2016-08-26,Completed,Trudeo,40,637,Pixonyx,1
1553,B,2016-05-11,InCompleted,Npath,56,1381,Innotype,1
1554,B,2016-02-24,Completed,Oyoba,5,191,Jabberstorm,2
1555,B,2016-05-24,InCompleted,Zoomdog,5,1467,Gabtune,1
1556,S,2015-12-19,Completed,Skiba,419,1127,Yombu,3
1557,S,2016-06-06,InCompleted,Riffpath,211,1208,Tagcat,1
1558,B,2016-07-23,InCompleted,Mycat,425,493,Buzzshare,3
1559,S,2016-05-20,Completed,Lajo,384,1361,Ooba,2
1560,B,2015-09-22,Completed,Flashpoint,188,406,Rhyzio,3
1561,S,2015-11-16,Completed,Zooxo,123,883,Devbug,3
1562,B,2016-08-07,InCompleted,Eare,371,538,Lajo,3
1563,B,2015-10-19,Completed,Skipfire,171,629,Rooxo,3
1564,B,2015-10-30,InCompleted,Skibox,129,176,Babbleset,2
1565,B,2015-09-12,Completed,Zoomdog,119,672,Jabbersphere,1
1566,B,2015-11-24,InCompleted,Meevee,221,979,Avavee,3
1567,B,2015-09-13,InCompleted,Edgepulse,277,1171,Quamba,3
1568,S,2015-10-24,InCompleted,Jayo,4,1283,Feedfire,2
1569,B,2015-10-11,Completed,Browsecat,176,29,Gabspot,2
1570,S,2015-11-15,Completed,Skimia,219,25,Yozio,3
1571,B,2016-03-05,InCompleted,Brainverse,5,360,Chatterbridge,3
1572,B,2016-08-15,Completed,Shuffletag,401,976,Bubblebox,3
1573,B,2015-09-18,InCompleted,Quatz,380,1275,Tagcat,2
1574,S,2015-12-10,Completed,Bubblemix,142,205,Flashset,3
1575,S,2016-05-30,InCompleted,Thoughtsphere,466,702,Flipstorm,3
1576,B,2016-03-21,Completed,Jatri,476,103,Demizz,3
1577,B,2015-09-07,Completed,Eadel,10,631,Oyoyo,3
1578,B,2016-06-28,InCompleted,Feedfish,256,261,Edgeblab,3
1579,B,2015-10-27,InCompleted,Gabvine,119,34,Fivebridge,2
1580,B,2015-11-28,Completed,Thoughtbeat,77,527,Fliptune,3
1581,B,2016-05-20,InCompleted,Kwilith,162,1483,Vinte,3
1582,S,2016-06-06,InCompleted,Yodo,328,599,Lazz,1
1583,B,2016-01-13,InCompleted,Eire,233,203,Thoughtbeat,3
1584,S,2016-05-02,InCompleted,Tagopia,364,844,Chatterpoint,2
1585,B,2016-04-20,InCompleted,Lazzy,339,465,Oyope,3
1586,B,2016-05-22,Completed,Thoughtstorm,311,403,Tagchat,2
1587,S,2016-05-06,Completed,Browsebug,192,1461,Feedmix,3
1588,S,2016-01-04,InCompleted,InnoZ,372,1151,Kwimbee,3
1589,S,2015-11-09,InCompleted,Aimbu,162,1052,Yabox,3
1590,B,2016-02-01,InCompleted,Vipe,206,1025,Zooveo,3
1591,S,2015-11-03,InCompleted,Jabbersphere,301,508,Voonyx,1
1592,S,2016-07-09,Completed,Kamba,481,100,Avamba,3
1593,S,2016-07-27,Completed,Twiyo,41,967,Zoombox,3
1594,S,2016-08-26,InCompleted,Devpoint,338,576,Fivespan,1
1595,B,2015-12-24,InCompleted,Agivu,45,410,Trupe,1
1596,B,2016-05-31,InCompleted,Jabberbean,340,345,Gigaclub,2
1597,S,2016-01-13,Completed,Divanoodle,153,794,Mycat,3
1598,S,2016-05-04,InCompleted,Yakitri,140,739,Jabbersphere,1
1599,B,2015-12-26,InCompleted,Twinder,488,550,Flashdog,3
1600,S,2015-12-08,Completed,Fatz,434,837,Avavee,2
1601,B,2016-01-21,Completed,Flashspan,273,885,Zoonder,2
1602,B,2016-03-28,Completed,Centidel,304,316,Lazzy,2
1603,S,2016-03-13,Completed,Jetwire,217,392,Podcat,3
1604,B,2015-10-13,Completed,Thoughtbeat,376,1263,Browsebug,2
1605,S,2016-02-04,Completed,Quimm,403,326,Voolia,3
1606,S,2016-07-11,InCompleted,Vidoo,56,1110,Mynte,3
1607,S,2016-04-05,Completed,Jaxworks,421,882,Aibox,2
1608,S,2016-01-09,InCompleted,Fatz,27,429,Cogidoo,1
1609,S,2016-03-31,InCompleted,Skiba,37,1009,Voonte,3
1610,S,2015-12-24,InCompleted,Jabbercube,384,165,Yamia,3
1611,B,2016-06-04,Completed,Thoughtblab,355,404,Feedfire,3
1612,S,2015-12-22,Completed,Zooveo,395,916,Linktype,3
1613,S,2015-11-23,Completed,Topiczoom,448,337,Topiclounge,2
1614,B,2016-07-29,InCompleted,Dynabox,74,677,Kayveo,3
1615,B,2016-01-01,InCompleted,Npath,146,967,Kwilith,3
1616,B,2016-08-27,InCompleted,Topiclounge,208,5,Feednation,3
1617,B,2015-11-28,Completed,Kayveo,164,184,Oyoyo,3
1618,B,2016-01-24,Completed,Youbridge,281,1076,Browsetype,3
1619,S,2016-01-17,Completed,Meevee,34,863,Cogilith,3
1620,S,2016-04-29,InCompleted,Shufflester,62,907,Teklist,3
1621,B,2015-12-03,InCompleted,Feedbug,342,524,Pixoboo,1
1622,S,2015-12-21,Completed,Skipstorm,318,354,Topicshots,2
1623,B,2015-11-07,InCompleted,Rhybox,305,48,Wikibox,3
1624,S,2016-03-18,InCompleted,Trudoo,311,597,Izio,3
1625,B,2015-09-03,InCompleted,Riffwire,45,408,Yamia,1
1626,B,2015-10-01,Completed,Centimia,119,1349,Gabvine,2
1627,B,2016-03-26,InCompleted,Gabtype,310,1093,Eidel,3
1628,S,2016-08-12,Completed,Meezzy,166,1521,Buzzbean,2
1629,S,2016-03-13,Completed,Skivee,284,593,Jayo,3
1630,B,2016-07-07,Completed,Mydeo,432,1008,Myworks,1
1631,S,2016-03-15,Completed,Oyondu,176,913,Tagfeed,3
1632,S,2015-11-28,Completed,Voonte,21,39,Browsezoom,3
1633,S,2016-06-22,Completed,Voonder,480,972,Cogilith,1
1634,B,2015-12-23,InCompleted,Feedmix,375,439,Demizz,2
1635,S,2016-02-10,InCompleted,Snaptags,348,133,Kwimbee,1
1636,B,2016-06-13,Completed,Skilith,182,1536,Vinder,1
1637,B,2016-06-19,InCompleted,Trilith,180,357,Photobug,1
1638,S,2016-01-14,InCompleted,Jaloo,490,1195,Twitterworks,1
1639,B,2016-06-22,InCompleted,Kazu,130,1451,Photobug,3
1640,B,2015-12-02,Completed,Livepath,45,1500,Midel,3
1641,B,2016-02-09,InCompleted,Trudoo,18,1053,Innotype,3
1642,B,2016-02-18,InCompleted,Dabfeed,214,802,Npath,1
1643,S,2016-04-01,Completed,Digitube,100,1427,Vinder,3
1644,B,2016-06-24,InCompleted,Skyble,239,695,Meeveo,3
1645,B,2016-06-30,InCompleted,Twitterworks,78,571,Dabshots,3
1646,S,2016-01-27,Completed,Divavu,120,662,Cogilith,2
1647,S,2016-08-16,InCompleted,Skinder,353,850,Blogpad,3
1648,B,2015-10-02,Completed,Cogibox,157,1145,Jetpulse,3
1649,S,2016-06-20,Completed,Edgeify,398,39,Shufflester,1
1650,S,2016-07-11,InCompleted,Flashpoint,140,809,Mynte,3
1651,S,2015-11-25,Completed,Roomm,393,1348,Flashset,1
1652,B,2015-12-30,InCompleted,Aimbo,131,814,Quamba,3
1653,B,2016-02-20,Completed,Quinu,208,897,Photobug,2
1654,S,2016-03-14,Completed,Cogibox,129,413,Podcat,1
1655,B,2015-10-29,Completed,Riffwire,453,195,Lazzy,3
1656,S,2016-04-11,Completed,Ozu,484,1127,Tagfeed,3
1657,S,2015-12-28,InCompleted,Vimbo,493,848,Twinder,3
1658,S,2016-07-31,InCompleted,Voonyx,351,339,Skibox,2
1659,S,2015-09-17,Completed,Skaboo,104,266,Aimbo,2
1660,S,2015-12-30,Completed,Gigaclub,15,1133,Browsecat,3
1661,S,2015-12-20,InCompleted,Meedoo,186,944,Innotype,2
1662,B,2015-10-31,Completed,Centizu,426,1527,Wikivu,3
1663,B,2015-09-04,Completed,Abatz,227,340,Mydeo,1
1664,B,2016-04-21,Completed,Quire,276,785,Realblab,3
1665,B,2016-01-06,Completed,Demizz,330,1122,Skiba,3
1666,S,2016-03-30,InCompleted,Youopia,335,1107,Innotype,3
1667,B,2015-12-27,Completed,Twitterwire,205,338,Topiczoom,3
1668,S,2016-04-27,InCompleted,Tagopia,10,466,Wikizz,3
1669,B,2015-09-18,InCompleted,Topiclounge,68,1521,Photojam,3
1670,B,2016-07-28,Completed,Skaboo,488,1397,Jetpulse,2
1671,B,2016-01-21,Completed,Blogtags,48,29,Quinu,3
1672,S,2016-01-10,InCompleted,Twitternation,36,1252,Wikibox,2
1673,S,2016-02-18,InCompleted,Dazzlesphere,152,202,Rooxo,3
1674,S,2016-01-12,Completed,Chatterpoint,305,103,Voonte,3
1675,S,2016-03-23,InCompleted,Thoughtbeat,408,568,Pixonyx,1
1676,S,2015-11-25,InCompleted,Meevee,203,1486,Dazzlesphere,2
1677,B,2016-05-20,Completed,Zoonder,265,18,Rooxo,3
1678,B,2015-09-07,Completed,Quaxo,217,1473,Vipe,1
1679,S,2015-10-01,InCompleted,Feedbug,475,1431,Meevee,1
1680,B,2015-11-16,Completed,Edgeclub,461,272,Babblestorm,3
1681,B,2015-12-25,Completed,Jabberstorm,273,700,Izio,2
1682,B,2015-12-16,Completed,Tagchat,42,1128,Vinte,3
1683,B,2016-01-13,Completed,Zoomcast,253,277,Quatz,1
1684,B,2016-07-16,InCompleted,Quatz,330,1023,Katz,1
1685,S,2016-04-25,Completed,Ooba,142,515,Twimm,2
1686,B,2016-04-16,InCompleted,Babbleset,359,159,Gigaclub,2
1687,B,2016-07-03,InCompleted,Skimia,132,534,Flipbug,1
1688,B,2015-10-02,Completed,Feedmix,97,1549,Plambee,2
1689,S,2016-08-18,Completed,Jatri,190,972,Minyx,3
1690,B,2016-04-20,Completed,Thoughtbeat,113,437,Voonte,3
1691,B,2016-08-27,InCompleted,Dabtype,332,1450,Vidoo,3
1692,S,2016-07-16,InCompleted,Twitterbeat,496,1098,Youopia,2
1693,B,2016-03-08,InCompleted,Feedspan,39,268,Trilia,1
1694,B,2015-11-13,InCompleted,Youtags,98,295,Devify,3
1695,B,2016-05-13,Completed,LiveZ,128,1119,Yadel,1
1696,B,2016-03-13,Completed,Shuffledrive,222,748,JumpXS,3
1697,S,2015-10-20,Completed,Tagchat,63,1307,Dynava,2
1698,B,2016-02-08,InCompleted,Rhycero,161,1275,Kare,3
1699,B,2016-03-10,Completed,Browsebug,378,417,Topicware,2
1700,S,2016-04-01,InCompleted,Oba,383,133,Trilia,3
1701,B,2015-12-15,InCompleted,Skynoodle,27,987,Mudo,2
1702,S,2016-01-12,InCompleted,Bluezoom,74,219,Buzzdog,3
1703,S,2016-03-02,InCompleted,Youbridge,262,355,Npath,3
1704,S,2016-04-24,InCompleted,Voonder,306,828,Bubblebox,3
1705,B,2016-05-10,Completed,Buzzdog,474,233,Vipe,3
1706,S,2016-01-08,InCompleted,Rhycero,31,1270,Devcast,3
1707,S,2016-07-08,Completed,Vitz,53,767,Skinder,3
1708,S,2015-09-28,Completed,Quimm,81,1129,Topiczoom,3
1709,B,2016-01-18,InCompleted,Jaxworks,254,106,Linkbuzz,3
1710,S,2016-08-01,InCompleted,Bluezoom,236,1098,Youopia,1
1711,S,2015-12-02,Completed,Babbleopia,474,793,Dabvine,3
1712,S,2015-11-15,Completed,Yombu,357,1021,Zoombox,3
1713,S,2016-06-03,Completed,Lazzy,99,590,Voonder,1
1714,B,2016-04-22,Completed,Einti,177,518,Bubblebox,3
1715,S,2016-08-07,InCompleted,Dynabox,474,1206,Yamia,1
1716,S,2015-11-30,Completed,Buzzdog,290,1498,InnoZ,3
1717,S,2015-10-07,InCompleted,Jabberstorm,297,879,Shufflebeat,3
1718,B,2016-01-05,InCompleted,Oyoba,368,643,Babblestorm,3
1719,S,2016-08-30,InCompleted,Meejo,323,1225,Snaptags,1
1720,S,2016-05-09,Completed,Blogspan,15,1529,Divanoodle,3
1721,B,2015-09-26,InCompleted,Dabtype,391,241,Jaloo,2
1722,S,2016-05-03,Completed,Thoughtmix,455,830,Trunyx,1
1723,S,2016-05-09,Completed,Fiveclub,384,1427,Rhybox,3
1724,B,2015-09-01,InCompleted,Yambee,106,897,Meedoo,2
1725,S,2016-08-01,Completed,Quaxo,10,1121,Dabfeed,3
1726,B,2016-08-07,InCompleted,Rhyloo,18,655,Youspan,1
1727,B,2016-04-01,InCompleted,Skippad,426,1374,Zazio,1
1728,S,2016-05-25,InCompleted,Geba,102,831,Dynabox,3
1729,S,2015-10-13,Completed,Quimba,56,345,Bluezoom,1
1730,B,2016-06-07,InCompleted,LiveZ,259,525,Jatri,3
1731,B,2016-04-18,Completed,Devbug,94,85,JumpXS,2
1732,S,2016-02-25,Completed,Photospace,56,83,Yambee,2
1733,B,2016-04-17,Completed,Feedfire,175,209,Babbleopia,3
1734,S,2016-02-08,InCompleted,Ntags,312,645,Yakidoo,2
1735,B,2015-11-22,InCompleted,Ntags,243,8,Aimbu,3
1736,B,2016-03-01,Completed,Devpulse,418,359,Abata,3
1737,S,2016-08-11,Completed,Yozio,134,942,Gigazoom,3
1738,B,2016-07-26,Completed,Dynava,194,285,Cogilith,2
1739,S,2016-07-12,Completed,Roombo,85,337,Kaymbo,3
1740,B,2015-09-23,Completed,Skipfire,176,105,Realcube,3
1741,S,2016-05-26,Completed,Thoughtmix,68,850,Thoughtblab,2
1742,B,2016-07-23,Completed,Dabtype,262,1540,Skyvu,1
1743,B,2016-06-12,Completed,Skajo,127,1150,Vinder,3
1744,S,2016-06-03,Completed,Tazz,135,649,Jetwire,1
1745,S,2016-02-28,InCompleted,Wordtune,121,708,Mudo,1
1746,B,2016-02-23,InCompleted,Gabtype,497,1367,Centidel,3
1747,B,2016-06-15,Completed,Blogspan,451,31,Tagfeed,3
1748,S,2015-09-16,InCompleted,Demimbu,10,958,Agivu,3
1749,B,2016-01-01,InCompleted,Photobug,168,1309,Oyonder,3
1750,B,2015-12-31,InCompleted,Buzzdog,254,234,Mynte,2
1751,B,2016-03-23,Completed,Feedbug,367,722,Jayo,2
1752,B,2016-06-20,InCompleted,Omba,422,739,Jaxnation,3
1753,B,2016-01-22,InCompleted,Youopia,281,436,Bubbletube,3
1754,S,2016-07-19,Completed,Blogspan,408,1105,Babbleblab,3
1755,S,2016-03-03,Completed,Youbridge,148,766,Yata,1
1756,B,2016-08-11,InCompleted,Divape,122,1113,Tazz,3
1757,S,2016-08-15,InCompleted,Babbleset,140,119,Feedfire,2
1758,S,2015-11-12,Completed,Edgeclub,261,798,Jayo,2
1759,B,2015-11-29,InCompleted,Yakidoo,155,1056,Blogpad,3
1760,B,2016-04-24,Completed,Mycat,308,254,Oyondu,3
1761,S,2016-03-30,Completed,Tazz,308,630,Quamba,2
1762,B,2015-11-17,InCompleted,Twitterlist,1,783,Aivee,1
1763,B,2016-04-15,Completed,Blogpad,184,514,Talane,3
1764,S,2016-04-06,Completed,Skyvu,240,1053,Flashset,3
1765,S,2015-11-04,InCompleted,Wikivu,431,479,Dabshots,2
1766,S,2016-01-30,InCompleted,Mudo,484,589,Oyoloo,2
1767,S,2016-06-11,Completed,Skinder,434,1077,Meevee,3
1768,S,2015-09-14,InCompleted,Topdrive,58,945,Kanoodle,3
1769,B,2015-12-05,Completed,Zava,344,1035,Skibox,1
1770,S,2016-06-05,Completed,Agivu,74,1466,Avaveo,2
1771,B,2016-03-28,InCompleted,Thoughtworks,78,1548,Dabfeed,3
1772,S,2016-04-02,Completed,Feedfish,328,1045,Skalith,2
1773,B,2016-01-13,InCompleted,Browsebug,320,569,Aimbo,3
1774,B,2016-01-14,Completed,Realmix,424,1250,Jabbercube,1
1775,S,2016-05-12,InCompleted,Yodoo,73,69,Mydo,1
1776,B,2015-11-28,Completed,Yoveo,307,973,Jabbersphere,3
1777,B,2016-07-23,Completed,Eidel,49,370,Bluezoom,1
1778,S,2015-11-23,Completed,Meembee,478,1222,Ailane,3
1779,S,2015-10-30,InCompleted,Fadeo,207,370,Twiyo,2
1780,B,2016-02-03,InCompleted,Plambee,177,949,Katz,3
1781,B,2016-08-14,Completed,Ainyx,289,165,Gabtune,1
1782,S,2016-04-20,InCompleted,Twitterwire,420,823,Kaymbo,3
1783,B,2016-03-23,InCompleted,Meembee,73,90,Zoomzone,1
1784,S,2015-09-05,InCompleted,Realbuzz,38,19,Midel,2
1785,S,2016-03-29,Completed,Dynabox,162,271,Voonyx,1
1786,S,2015-12-21,Completed,Kazu,201,664,Yambee,1
1787,B,2016-08-07,InCompleted,Reallinks,463,916,Demizz,3
1788,S,2015-09-01,InCompleted,Tagtune,473,378,Yozio,3
1789,B,2016-08-09,InCompleted,Divavu,175,175,Shufflebeat,3
1790,B,2016-02-21,Completed,Wikizz,284,865,Centimia,1
1791,B,2015-10-22,InCompleted,Vipe,480,1365,Oloo,3
1792,S,2015-12-25,InCompleted,Topiczoom,418,464,Quamba,1
1793,S,2016-06-30,Completed,Kwideo,418,901,Edgepulse,2
1794,B,2015-12-24,Completed,Gabcube,348,811,Jayo,1
1795,B,2015-12-13,Completed,Myworks,178,1110,Lazz,3
1796,S,2016-08-07,Completed,Centidel,204,512,Tagopia,3
